100 10000
100 8803 2964 3375 1988 8870 6843 4508 3464 2666 5219 999 5214 3963 1681 8641 204 3509 6936 5839 9485 969 3342 1473 3728 8995 519 8418 2290 2149 857 7214 2053 309 8131 3886 9861 479 4338 494 8172 3328 1222 8974 6808 2901 1443 1632 86 8960 9794 821 7526 7867 8403 3113 2430 7578 1508 6631 2120 36 7517 5791 5158 2104 1005 3798 3279 6605 312 5867 1037 5710 989 2677 3155 1627 4396 1537 1437 3984 3096 7396 144 2343 4157 2075 7984 2390 255 4310 7950 3142 4528 9896 6848 9774 9163 7136 4718
100 3511 6816 3150 4099 4370 6316 247 5664 8934 4558 8044 9596 8640 8135 8671 3766 2947 184 106 4675 778 5461 6419 6649 878 489 2790 6951 4098 7375 3594 7077 3013 6005 2563 3650 9824 9378 7823 4407 2712 4127 4821 6169 2037 7730 5955 4100 1888 686 7684 9352 722 9522 8256 6091 7720 685 5210 4877 3080 2454 4542 9237 2562 9030 6665 2320 4114 1009 7597 7576 1226 5559 8167 1319 5384 7707 7199 4880 7671 7411 6477 1863 5775 5010 5151 889 6815 1472 8246 673 3036 6191 894 3049 8923 822 215 4494
100 540 8693 2957 1476 9965 6973 995 8622 3645 9215 9248 8310 5368 9054 6892 4343 7764 8213 7174 3582 6214 5418 8790 4295 6612 8530 8558 8956 6200 5204 5364 7234 149 1730 2079 4004 9080 7949 5102 9133 7342 4447 1748 2536 3249 7083 2705 2487 1749 4797 5326 7443 1507 6657 8731 4259 3603 8413 6608 3012 159 4377 9707 6524 310 8919 8729 9958 2933 3329 9560 5152 60 3878 6165 7233 2094 2642 1420 3469 5622 6401 3377 9456 2730 6841 3833 627 2741 4954 688 4200 2558 5246 423 7167 6175 2655 8779 6636
100 4932 2861 4025 110 3035 9276 873 4661 8904 4612 4493 5691 4453 6601 3941 605 4599 2110 9034 4615 741 6040 64 4178 6442 8066 1791 7303 5738 92 332 7019 7877 1544 1824 9268 8544 2279 9936 1977 507 1941 8439 660 3658 3989 3357 6860 4598 3569 1308 3420 9355 7739 4410 3746 7310 852 5064 1495 8788 6876 1521 370 3735 4566 5205 641 4525 3225 9094 3763 3358 7057 2827 2230 6485 7315 8951 5624 726 6928 9172 141 6482 3876 5918 3526 6441 8834 4787 872 541 2391 7031 9128 8018 712 1444 2875
100 3696 2779 8166 2166 2711 4380 2102 6493 7541 8880 2476 325 5416 5538 9757 2374 2032 6872 4726 2480 4020 6490 577 6826 1707 2820 1276 9576 9498 1091 4573 8677 2528 3084 926 5306 8389 5482 9379 9106 1396 3030 1975 9847 7603 8023 590 2812 5081 1230 1806 8762 1874 8802 545 6211 3220 858 9695 5933 7961 4096 9920 557 5025 231 7686 7274 9418 7968 2060 8251 4586 2952 5451 2628 6862 1678 3815 451 2862 9621 7680 2810 5469 869 7139 2455 9193 8323 1886 6567 2674 5670 1047 705 4645 5112 8148 2035
100 3630 9292 6894 1264 3782 2972 2565 7759 2709 6845 8137 7034 8360 9479 1151 5662 9592 2458 1690 7558 2962 6627 7972 9046 1582 1258 2629 4005 5421 1000 2841 1827 8813 2367 9781 8060 4248 3613 6634 3562 5184 2222 6338 1082 474 724 6606 2408 6048 1168 6708 5474 1688 7112 7631 319 6403 3429 7568 3344 7185 4986 8457 5809 9445 9042 8597 6507 8692 5024 1671 7001 9638 6246 5620 2158 2648 5286 9185 9555 6429 4278 2949 8709 6695 2456 8569 9267 3607 9453 5779 9528 4451 2465 254 663 4288 7531 4504 5965
100 3105 8508 3124 2627 2521 4724 973 9022 5674 9252 3042 97 9470 1017 996 4892 4799 2210 4080 4476 1658 9904 7305 8959 4784 2165 8621 4674 9334 1236 9720 5414 1710 1480 7747 5179 5541 1529 9168 9927 3408 6697 61 761 1527 1269 5493 85 6901 4713 4307 8348 1528 8675 3412 624 5923 1387 94 8741 1328 8002 9490 6125 8851 5533 4535 6958 7418 3188 3965 3985 8687 3149 8317 7722 4890 5702 7732 2132 4888 8563 2506 1097 5991 7204 142 8736 5078 6689 9627 6914 819 7163 8769 50 8574 2180 909 210
100 5601 9064 8576 7679 7683 4722 5727 6764 5373 8780 2370 2992 729 3859 548 8492 1954 8032 4345 6829 2633 745 5404 420 9157 1451 3017 1884 2758 1332 3137 4509 4606 5417 2236 4857 6 4524 6583 3808 5412 5079 8608 7800 4252 3726 2420 9242 2559 3829 4851 1403 119 1227 7839 5275 1862 107 1394 8578 5148 5872 9852 6450 3792 2247 3043 6455 4807 4500 6152 1547 4311 7783 1692 6391 3416 8414 9113 9986 9024 9856 1479 8122 5491 7856 3286 9424 7423 5452 2588 1930 8601 957 3232 4226 1653 3025 3223 592
100 9516 2030 4154 3276 9814 3977 342 4943 1613 5959 7215 52 8185 2332 3218 9208 9783 5637 9983 4920 4444 1176 1088 9066 6249 9691 9303 5253 4167 8718 4879 970 3146 3564 1972 6566 2734 1477 458 3540 4845 1781 8877 994 8029 730 196 1370 3743 3834 792 8673 3550 8260 3063 9279 9760 8134 6680 4864 6002 382 2614 7278 291 1231 6659 4507 441 7054 5038 4346 8028 7447 6492 1935 2854 789 426 3719 7251 6775 4299 1120 4192 6122 8523 1695 4810 4789 5863 6754 9876 3062 2141 6922 5570 5902 4327 4229
100 5288 4693 2346 7899 7623 2893 9743 8748 82 7357 2474 6809 7391 2824 3461 7435 7316 425 3456 4065 3320 7521 4280 9550 2591 1113 2411 1043 8280 4511 1368 3140 9949 77 8683 4765 6961 7612 9399 9841 8846 9310 881 4089 2505 632 6428 4794 1997 4878 5695 9481 4422 5700 3583 4683 2845 6580 6792 817 8678 7575 5307 615 8941 2308 5526 971 4337 8488 630 9530 3031 5960 749 3930 9486 8089 9122 3952 8208 3554 3571 2763 297 6777 1803 1764 7153 2174 6306 905 3492 5110 618 7852 3890 8177 5333 6101
